"Code","location","jobs","ESA_Code","title","abb"
"72","Chifley",1,5,"Mobile Plant Operators","MbPO"
"72","Goldfields/Esperance",2,102,"Mobile Plant Operators","MbPO"
"72","Manning",2,24,"Mobile Plant Operators","MbPO"
"72","Macleay",1,23,"Mobile Plant Operators","MbPO"
"72","Hastings",5,13,"Mobile Plant Operators","MbPO"
"72","Sturt",2,39,"Mobile Plant Operators","MbPO"
"72","Liverpool",8,19,"Mobile Plant Operators","MbPO"
"72","Murray Darling",1,25,"Mobile Plant Operators","MbPO"
"72","East Metro",19,101,"Mobile Plant Operators","MbPO"
"72","North Brisbane",4,77,"Mobile Plant Operators","MbPO"
"72","Keepit",2,17,"Mobile Plant Operators","MbPO"
"72","Fraser Coast",2,69,"Mobile Plant Operators","MbPO"
"72","Mackay",14,75,"Mobile Plant Operators","MbPO"
"72","Outer Western Sydney",2,31,"Mobile Plant Operators","MbPO"
"72","Maroondah",8,55,"Mobile Plant Operators","MbPO"
"72","Bundaberg",2,65,"Mobile Plant Operators","MbPO"
"72","Bayside",14,44,"Mobile Plant Operators","MbPO"
"72","Northern Sydney",2,29,"Mobile Plant Operators","MbPO"
"72","Upper Hunter",9,41,"Mobile Plant Operators","MbPO"
"72","Gawler",2,88,"Mobile Plant Operators","MbPO"
"72","Latrobe Valley",2,54,"Mobile Plant Operators","MbPO"
"72","Tweed",1,40,"Mobile Plant Operators","MbPO"
"72","Southern",8,108,"Mobile Plant Operators","MbPO"
"72","Townsville",7,82,"Mobile Plant Operators","MbPO"
"72","Mt Isa",4,76,"Mobile Plant Operators","MbPO"
"72","Ovens",2,58,"Mobile Plant Operators","MbPO"
"72","Riverland",1,95,"Mobile Plant Operators","MbPO"
"72","Eurobodalla",2,9,"Mobile Plant Operators","MbPO"
"72","Clarence",4,6,"Mobile Plant Operators","MbPO"
"72","Orana",5,30,"Mobile Plant Operators","MbPO"
"72","Southern Ranges",4,37,"Mobile Plant Operators","MbPO"
"72","South Eastern",1,36,"Mobile Plant Operators","MbPO"
"72","North Metro",13,106,"Mobile Plant Operators","MbPO"
"72","Sunshine Coast",1,80,"Mobile Plant Operators","MbPO"
"72","Lower Hunter",8,20,"Mobile Plant Operators","MbPO"
"72","Western Adelaide",5,98,"Mobile Plant Operators","MbPO"
"72","Hobart",5,109,"Mobile Plant Operators","MbPO"
"72","Cairns",6,66,"Mobile Plant Operators","MbPO"
"72","Plenty",2,60,"Mobile Plant Operators","MbPO"
"72","Inner Western Sydney",3,16,"Mobile Plant Operators","MbPO"
"72","Central and West Metro",19,99,"Mobile Plant Operators","MbPO"
"72","Ipswich",3,73,"Mobile Plant Operators","MbPO"
"72","Central Western Sydney",11,4,"Mobile Plant Operators","MbPO"
"72","Gwydir Namoi",5,12,"Mobile Plant Operators","MbPO"
"72","Southern Adelaide",2,97,"Mobile Plant Operators","MbPO"
"72","Warwick",1,83,"Mobile Plant Operators","MbPO"
"72","Gladstone",1,70,"Mobile Plant Operators","MbPO"
"72","Logan",9,74,"Mobile Plant Operators","MbPO"
"72","Canterbury/Bankstown",2,2,"Mobile Plant Operators","MbPO"
"72","Gympie",2,72,"Mobile Plant Operators","MbPO"
"72","Northern Adelaide",7,92,"Mobile Plant Operators","MbPO"
"72","Calder",2,46,"Mobile Plant Operators","MbPO"
"72","Inner Sydney",5,15,"Mobile Plant Operators","MbPO"
"72","Central Coast",1,3,"Mobile Plant Operators","MbPO"
"72","Alice Springs",1,112,"Mobile Plant Operators","MbPO"
"72","Mid West and Gascoyne",4,104,"Mobile Plant Operators","MbPO"
"72","Yarra",3,64,"Mobile Plant Operators","MbPO"
"72","Goulburn Valley",3,50,"Mobile Plant Operators","MbPO"
"72","Gold Coast",5,71,"Mobile Plant Operators","MbPO"
"73","Outer Western Sydney",7,31,"Road and Rail Drivers","RaRD"
"73","Manning",4,24,"Road and Rail Drivers","RaRD"
"73","Gympie",6,72,"Road and Rail Drivers","RaRD"
"73","North Brisbane",23,77,"Road and Rail Drivers","RaRD"
"73","Western Adelaide",16,98,"Road and Rail Drivers","RaRD"
"73","Fairfield",11,10,"Road and Rail Drivers","RaRD"
"73","Central Western Sydney",20,4,"Road and Rail Drivers","RaRD"
"73","Adelaide Hills",3,85,"Road and Rail Drivers","RaRD"
"73","North Metro",12,106,"Road and Rail Drivers","RaRD"
"73","South Eastern",6,36,"Road and Rail Drivers","RaRD"
"73","Upper Hunter",13,41,"Road and Rail Drivers","RaRD"
"73","Lachlan",1,18,"Road and Rail Drivers","RaRD"
"73","Central Coast",11,3,"Road and Rail Drivers","RaRD"
"73","Mt Isa",9,76,"Road and Rail Drivers","RaRD"
"73","Plenty",11,60,"Road and Rail Drivers","RaRD"
"73","Midlands/Wheatbelt",2,105,"Road and Rail Drivers","RaRD"
"73","Westgate",24,63,"Road and Rail Drivers","RaRD"
"73","Nepean",11,26,"Road and Rail Drivers","RaRD"
"73","Southern Adelaide",10,97,"Road and Rail Drivers","RaRD"
"73","Lower South Coast",1,21,"Road and Rail Drivers","RaRD"
"73","Eastern Adelaide",7,86,"Road and Rail Drivers","RaRD"
"73","Eurobodalla",5,9,"Road and Rail Drivers","RaRD"
"73","Inner Sydney",21,15,"Road and Rail Drivers","RaRD"
"73","Macarthur",9,22,"Road and Rail Drivers","RaRD"
"73","Chifley",6,5,"Road and Rail Drivers","RaRD"
"73","Goldfields/Esperance",2,102,"Road and Rail Drivers","RaRD"
"73","Fleurieu/Kangaroo Island",1,87,"Road and Rail Drivers","RaRD"
"73","Hastings",4,13,"Road and Rail Drivers","RaRD"
"73","Capricornia",10,67,"Road and Rail Drivers","RaRD"
"73","Hunter",13,14,"Road and Rail Drivers","RaRD"
"73","St George-Sutherland",8,38,"Road and Rail Drivers","RaRD"
"73","North Country",1,91,"Road and Rail Drivers","RaRD"
"73","Northern Sydney",11,29,"Road and Rail Drivers","RaRD"
"73","Sunshine Coast",12,80,"Road and Rail Drivers","RaRD"
"73","Eastern Suburbs",7,8,"Road and Rail Drivers","RaRD"
"73","New England",1,27,"Road and Rail Drivers","RaRD"
"73","Mid Murray",3,56,"Road and Rail Drivers","RaRD"
"73","Darwin",13,113,"Road and Rail Drivers","RaRD"
"73","Western Downs",10,84,"Road and Rail Drivers","RaRD"
"73","Bundaberg",8,65,"Road and Rail Drivers","RaRD"
"73","Dale",5,100,"Road and Rail Drivers","RaRD"
"73","Orana",26,30,"Road and Rail Drivers","RaRD"
"73","Peninsula",6,59,"Road and Rail Drivers","RaRD"
"73","Inner Western Sydney",3,16,"Road and Rail Drivers","RaRD"
"73","South Brisbane",30,79,"Road and Rail Drivers","RaRD"
"73","Coffs Harbour",4,7,"Road and Rail Drivers","RaRD"
"73","Eureka",4,48,"Road and Rail Drivers","RaRD"
"73","East Gippsland",3,47,"Road and Rail Drivers","RaRD"
"73","East Metro",24,101,"Road and Rail Drivers","RaRD"
"73","Toowoomba",12,81,"Road and Rail Drivers","RaRD"
"73","North Coast",4,28,"Road and Rail Drivers","RaRD"
"73","Kimberley",3,103,"Road and Rail Drivers","RaRD"
"73","Logan",31,74,"Road and Rail Drivers","RaRD"
"73","Sturt",3,39,"Road and Rail Drivers","RaRD"
"73","Townsville",10,82,"Road and Rail Drivers","RaRD"
"73","Shoalhaven",7,35,"Road and Rail Drivers","RaRD"
"73","Keepit",3,17,"Road and Rail Drivers","RaRD"
"73","Central and West Metro",33,99,"Road and Rail Drivers","RaRD"
"73","Fraser Coast",8,69,"Road and Rail Drivers","RaRD"
"73","Yarra",13,64,"Road and Rail Drivers","RaRD"
"73","West and North West",2,111,"Road and Rail Drivers","RaRD"
"73","Bendigo",4,45,"Road and Rail Drivers","RaRD"
"73","Hobart",5,109,"Road and Rail Drivers","RaRD"
"73","Outer North Brisbane",2,78,"Road and Rail Drivers","RaRD"
"73","Mackay",24,75,"Road and Rail Drivers","RaRD"
"73","Latrobe Valley",2,54,"Road and Rail Drivers","RaRD"
"73","Lower Hunter",20,20,"Road and Rail Drivers","RaRD"
"73","Gold Coast",25,71,"Road and Rail Drivers","RaRD"
"73","Goulburn Valley",9,50,"Road and Rail Drivers","RaRD"
"73","Northern Adelaide",16,92,"Road and Rail Drivers","RaRD"
"73","Richmond",2,34,"Road and Rail Drivers","RaRD"
"73","Macleay",2,23,"Road and Rail Drivers","RaRD"
"73","Cairns",14,66,"Road and Rail Drivers","RaRD"
"73","Riverland",1,95,"Road and Rail Drivers","RaRD"
"73","Patterson",2,33,"Road and Rail Drivers","RaRD"
"73","Alice Springs",13,112,"Road and Rail Drivers","RaRD"
"73","Southern",7,108,"Road and Rail Drivers","RaRD"
"73","Liverpool",13,19,"Road and Rail Drivers","RaRD"
"73","Tweed",4,40,"Road and Rail Drivers","RaRD"
"73","Ipswich",4,73,"Road and Rail Drivers","RaRD"
"73","Gawler",5,88,"Road and Rail Drivers","RaRD"
"73","Clarence",3,6,"Road and Rail Drivers","RaRD"
"73","Warwick",1,83,"Road and Rail Drivers","RaRD"
"73","Gwydir Namoi",6,12,"Road and Rail Drivers","RaRD"
"73","Southern Ranges",2,37,"Road and Rail Drivers","RaRD"
"73","Calder",22,46,"Road and Rail Drivers","RaRD"
"73","Canterbury/Bankstown",13,2,"Road and Rail Drivers","RaRD"
"73","Wollongong",2,43,"Road and Rail Drivers","RaRD"
"73","Mid West and Gascoyne",2,104,"Road and Rail Drivers","RaRD"
"73","Bayside",30,44,"Road and Rail Drivers","RaRD"
"73","Gladstone",13,70,"Road and Rail Drivers","RaRD"
"73","Western District",1,62,"Road and Rail Drivers","RaRD"
"73","Far West",2,11,"Road and Rail Drivers","RaRD"
"73","ACT/Queanbeyan",2,1,"Road and Rail Drivers","RaRD"
"73","Port Pirie",1,94,"Road and Rail Drivers","RaRD"
"73","Maroondah",20,55,"Road and Rail Drivers","RaRD"
"73","Monash",5,57,"Road and Rail Drivers","RaRD"
"74","Macarthur",4,22,"Storepersons","Strp"
"74","Liverpool",12,19,"Storepersons","Strp"
"74","North Coast",3,28,"Storepersons","Strp"
"74","Central and West Metro",6,99,"Storepersons","Strp"
"74","North Metro",9,106,"Storepersons","Strp"
"74","Darwin",4,113,"Storepersons","Strp"
"74","South Eastern",2,36,"Storepersons","Strp"
"74","Gawler",1,88,"Storepersons","Strp"
"74","Toowoomba",1,81,"Storepersons","Strp"
"74","North Brisbane",7,77,"Storepersons","Strp"
"74","Shoalhaven",1,35,"Storepersons","Strp"
"74","Upper Hunter",6,41,"Storepersons","Strp"
"74","Northern Sydney",6,29,"Storepersons","Strp"
"74","Inner Sydney",8,15,"Storepersons","Strp"
"74","Southern Adelaide",3,97,"Storepersons","Strp"
"74","Orana",11,30,"Storepersons","Strp"
"74","New England",1,27,"Storepersons","Strp"
"74","Goulburn Valley",2,50,"Storepersons","Strp"
"74","Eastern Adelaide",7,86,"Storepersons","Strp"
"74","Patterson",2,33,"Storepersons","Strp"
"74","Mackay",5,75,"Storepersons","Strp"
"74","East Metro",9,101,"Storepersons","Strp"
"74","Ipswich",4,73,"Storepersons","Strp"
"74","Outer Western Sydney",13,31,"Storepersons","Strp"
"74","Fraser Coast",2,69,"Storepersons","Strp"
"74","Peninsula",2,59,"Storepersons","Strp"
"74","Northern Adelaide",7,92,"Storepersons","Strp"
"74","Coffs Harbour",1,7,"Storepersons","Strp"
"74","Western Downs",1,84,"Storepersons","Strp"
"74","Canterbury/Bankstown",9,2,"Storepersons","Strp"
"74","Midlands/Wheatbelt",1,105,"Storepersons","Strp"
"74","Sunshine Coast",1,80,"Storepersons","Strp"
"74","Cairns",5,66,"Storepersons","Strp"
"74","Chifley",2,5,"Storepersons","Strp"
"74","Inner Western Sydney",4,16,"Storepersons","Strp"
"74","Maroondah",7,55,"Storepersons","Strp"
"74","Fairfield",9,10,"Storepersons","Strp"
"74","Central Western Sydney",30,4,"Storepersons","Strp"
"74","Kiewa",1,53,"Storepersons","Strp"
"74","Westgate",27,63,"Storepersons","Strp"
"74","Bayside",17,44,"Storepersons","Strp"
"74","Alice Springs",4,112,"Storepersons","Strp"
"74","Gold Coast",10,71,"Storepersons","Strp"
"74","Hampden",3,52,"Storepersons","Strp"
"74","Mt Isa",2,76,"Storepersons","Strp"
"74","Lower Hunter",8,20,"Storepersons","Strp"
"74","Hobart",1,109,"Storepersons","Strp"
"74","Central Coast",3,3,"Storepersons","Strp"
"74","South Brisbane",13,79,"Storepersons","Strp"
"74","Outer North Brisbane",1,78,"Storepersons","Strp"
"74","Clarence",1,6,"Storepersons","Strp"
"74","Yarra",6,64,"Storepersons","Strp"
"74","Calder",13,46,"Storepersons","Strp"
"74","Richmond",1,34,"Storepersons","Strp"
"74","Hunter",3,14,"Storepersons","Strp"
"74","Eastern Suburbs",1,8,"Storepersons","Strp"
"74","Logan",14,74,"Storepersons","Strp"
"74","Southern",5,108,"Storepersons","Strp"
"74","Western Adelaide",8,98,"Storepersons","Strp"
"74","Far West",2,11,"Storepersons","Strp"
"74","Sturt",1,39,"Storepersons","Strp"
"74","Wollongong",3,43,"Storepersons","Strp"
"74","St George-Sutherland",2,38,"Storepersons","Strp"
"74","Southern Ranges",1,37,"Storepersons","Strp"
"74","Geelong",1,49,"Storepersons","Strp"
"74","Plenty",5,60,"Storepersons","Strp"
"81","Fleurieu/Kangaroo Island",4,87,"Cleaners and Laundry Workers","CaLW"
"81","North Brisbane",24,77,"Cleaners and Laundry Workers","CaLW"
"81","Plenty",1,60,"Cleaners and Laundry Workers","CaLW"
"81","Macarthur",13,22,"Cleaners and Laundry Workers","CaLW"
"81","Sunraysia",1,61,"Cleaners and Laundry Workers","CaLW"
"81","Eastern Adelaide",22,86,"Cleaners and Laundry Workers","CaLW"
"81","Orana",27,30,"Cleaners and Laundry Workers","CaLW"
"81","Shoalhaven",8,35,"Cleaners and Laundry Workers","CaLW"
"81","East Metro",16,101,"Cleaners and Laundry Workers","CaLW"
"81","South Brisbane",27,79,"Cleaners and Laundry Workers","CaLW"
"81","Launceston",2,110,"Cleaners and Laundry Workers","CaLW"
"81","Hunter",12,14,"Cleaners and Laundry Workers","CaLW"
"81","Dale",14,100,"Cleaners and Laundry Workers","CaLW"
"81","Hobart",7,109,"Cleaners and Laundry Workers","CaLW"
"81","North Metro",33,106,"Cleaners and Laundry Workers","CaLW"
"81","South Eastern",9,36,"Cleaners and Laundry Workers","CaLW"
"81","Inner Sydney",17,15,"Cleaners and Laundry Workers","CaLW"
"81","North Coast",13,28,"Cleaners and Laundry Workers","CaLW"
"81","Lower South Coast",1,21,"Cleaners and Laundry Workers","CaLW"
"81","Sturt",3,39,"Cleaners and Laundry Workers","CaLW"
"81","Maroondah",8,55,"Cleaners and Laundry Workers","CaLW"
"81","Midlands/Wheatbelt",6,105,"Cleaners and Laundry Workers","CaLW"
"81","Inner Western Sydney",5,16,"Cleaners and Laundry Workers","CaLW"
"81","Toowoomba",7,81,"Cleaners and Laundry Workers","CaLW"
"81","Bundaberg",7,65,"Cleaners and Laundry Workers","CaLW"
"81","Eurobodalla",1,9,"Cleaners and Laundry Workers","CaLW"
"81","Northern Sydney",17,29,"Cleaners and Laundry Workers","CaLW"
"81","St George-Sutherland",9,38,"Cleaners and Laundry Workers","CaLW"
"81","Fairfield",10,10,"Cleaners and Laundry Workers","CaLW"
"81","Northern Adelaide",6,92,"Cleaners and Laundry Workers","CaLW"
"81","Central Western Sydney",21,4,"Cleaners and Laundry Workers","CaLW"
"81","Coffs Harbour",2,7,"Cleaners and Laundry Workers","CaLW"
"81","Grampians",1,51,"Cleaners and Laundry Workers","CaLW"
"81","Sunshine Coast",11,80,"Cleaners and Laundry Workers","CaLW"
"81","Manning",5,24,"Cleaners and Laundry Workers","CaLW"
"81","Peninsula",15,59,"Cleaners and Laundry Workers","CaLW"
"81","New England",13,27,"Cleaners and Laundry Workers","CaLW"
"81","Hampden",3,52,"Cleaners and Laundry Workers","CaLW"
"81","Hastings",1,13,"Cleaners and Laundry Workers","CaLW"
"81","Calder",10,46,"Cleaners and Laundry Workers","CaLW"
"81","Geelong",2,49,"Cleaners and Laundry Workers","CaLW"
"81","Lower Hunter",35,20,"Cleaners and Laundry Workers","CaLW"
"81","Nepean",19,26,"Cleaners and Laundry Workers","CaLW"
"81","Patterson",6,33,"Cleaners and Laundry Workers","CaLW"
"81","North Country",1,91,"Cleaners and Laundry Workers","CaLW"
"81","Far North",1,68,"Cleaners and Laundry Workers","CaLW"
"81","Eastern Suburbs",4,8,"Cleaners and Laundry Workers","CaLW"
"81","Western Adelaide",17,98,"Cleaners and Laundry Workers","CaLW"
"81","Darwin",16,113,"Cleaners and Laundry Workers","CaLW"
"81","Goulburn Valley",4,50,"Cleaners and Laundry Workers","CaLW"
"81","Alice Springs",15,112,"Cleaners and Laundry Workers","CaLW"
"81","Liverpool",9,19,"Cleaners and Laundry Workers","CaLW"
"81","Ipswich",8,73,"Cleaners and Laundry Workers","CaLW"
"81","Fraser Coast",24,69,"Cleaners and Laundry Workers","CaLW"
"81","Central Coast",4,3,"Cleaners and Laundry Workers","CaLW"
"81","Central and West Metro",65,99,"Cleaners and Laundry Workers","CaLW"
"81","Southern Adelaide",17,97,"Cleaners and Laundry Workers","CaLW"
"81","Capricornia",6,67,"Cleaners and Laundry Workers","CaLW"
"81","Western Downs",17,84,"Cleaners and Laundry Workers","CaLW"
"81","Gympie",6,72,"Cleaners and Laundry Workers","CaLW"
"81","Logan",15,74,"Cleaners and Laundry Workers","CaLW"
"81","Windamere",3,42,"Cleaners and Laundry Workers","CaLW"
"81","Chifley",10,5,"Cleaners and Laundry Workers","CaLW"
"81","Bayside",24,44,"Cleaners and Laundry Workers","CaLW"
"81","Latrobe Valley",3,54,"Cleaners and Laundry Workers","CaLW"
"81","Wollongong",7,43,"Cleaners and Laundry Workers","CaLW"
"81","Outer North Brisbane",4,78,"Cleaners and Laundry Workers","CaLW"
"81","Richmond",1,34,"Cleaners and Laundry Workers","CaLW"
"81","Mackay",17,75,"Cleaners and Laundry Workers","CaLW"
"81","Macleay",1,23,"Cleaners and Laundry Workers","CaLW"
"81","Cairns",4,66,"Cleaners and Laundry Workers","CaLW"
"81","Bendigo",4,45,"Cleaners and Laundry Workers","CaLW"
"81","Westgate",17,63,"Cleaners and Laundry Workers","CaLW"
"81","Upper Hunter",24,41,"Cleaners and Laundry Workers","CaLW"
"81","Warwick",1,83,"Cleaners and Laundry Workers","CaLW"
"81","Tweed",7,40,"Cleaners and Laundry Workers","CaLW"
"81","Gwydir Namoi",3,12,"Cleaners and Laundry Workers","CaLW"
"81","Gold Coast",48,71,"Cleaners and Laundry Workers","CaLW"
"81","Keepit",2,17,"Cleaners and Laundry Workers","CaLW"
"81","Gladstone",12,70,"Cleaners and Laundry Workers","CaLW"
"81","Clarence",1,6,"Cleaners and Laundry Workers","CaLW"
"81","Mid West and Gascoyne",3,104,"Cleaners and Laundry Workers","CaLW"
"81","Gawler",5,88,"Cleaners and Laundry Workers","CaLW"
"81","East Gippsland",2,47,"Cleaners and Laundry Workers","CaLW"
"81","Townsville",8,82,"Cleaners and Laundry Workers","CaLW"
"81","Outer Western Sydney",8,31,"Cleaners and Laundry Workers","CaLW"
"81","Yarra",25,64,"Cleaners and Laundry Workers","CaLW"
"81","Southern Ranges",4,37,"Cleaners and Laundry Workers","CaLW"
"81","Western District",1,62,"Cleaners and Laundry Workers","CaLW"
"81","ACT/Queanbeyan",5,1,"Cleaners and Laundry Workers","CaLW"
"81","Canterbury/Bankstown",9,2,"Cleaners and Laundry Workers","CaLW"
"81","Monash",1,57,"Cleaners and Laundry Workers","CaLW"
"81","West and North West",1,111,"Cleaners and Laundry Workers","CaLW"
"81","Ovens",5,58,"Cleaners and Laundry Workers","CaLW"
"81","Southern",20,108,"Cleaners and Laundry Workers","CaLW"
"81","Far West",4,11,"Cleaners and Laundry Workers","CaLW"
"82","East Metro",16,101,"Construction and Mining Labourers","CaML"
"82","Midlands/Wheatbelt",1,105,"Construction and Mining Labourers","CaML"
"82","Lower South Coast",2,21,"Construction and Mining Labourers","CaML"
"82","Macarthur",10,22,"Construction and Mining Labourers","CaML"
"82","Orana",9,30,"Construction and Mining Labourers","CaML"
"82","Fleurieu/Kangaroo Island",1,87,"Construction and Mining Labourers","CaML"
"82","Peninsula",3,59,"Construction and Mining Labourers","CaML"
"82","Launceston",1,110,"Construction and Mining Labourers","CaML"
"82","Chifley",2,5,"Construction and Mining Labourers","CaML"
"82","Fairfield",4,10,"Construction and Mining Labourers","CaML"
"82","Cairns",12,66,"Construction and Mining Labourers","CaML"
"82","Liverpool",8,19,"Construction and Mining Labourers","CaML"
"82","Shoalhaven",5,35,"Construction and Mining Labourers","CaML"
"82","Hobart",3,109,"Construction and Mining Labourers","CaML"
"82","Manning",5,24,"Construction and Mining Labourers","CaML"
"82","Western Adelaide",8,98,"Construction and Mining Labourers","CaML"
"82","North Metro",16,106,"Construction and Mining Labourers","CaML"
"82","South Brisbane",17,79,"Construction and Mining Labourers","CaML"
"82","Darwin",8,113,"Construction and Mining Labourers","CaML"
"82","Mt Isa",7,76,"Construction and Mining Labourers","CaML"
"82","South Eastern",1,36,"Construction and Mining Labourers","CaML"
"82","Goulburn Valley",1,50,"Construction and Mining Labourers","CaML"
"82","Windamere",1,42,"Construction and Mining Labourers","CaML"
"82","Yarra",4,64,"Construction and Mining Labourers","CaML"
"82","Central Western Sydney",11,4,"Construction and Mining Labourers","CaML"
"82","North Brisbane",12,77,"Construction and Mining Labourers","CaML"
"82","Adelaide Hills",1,85,"Construction and Mining Labourers","CaML"
"82","Fraser Coast",5,69,"Construction and Mining Labourers","CaML"
"82","Inner Sydney",14,15,"Construction and Mining Labourers","CaML"
"82","Sunshine Coast",4,80,"Construction and Mining Labourers","CaML"
"82","New England",5,27,"Construction and Mining Labourers","CaML"
"82","Eastern Adelaide",14,86,"Construction and Mining Labourers","CaML"
"82","Kimberley",2,103,"Construction and Mining Labourers","CaML"
"82","Gold Coast",16,71,"Construction and Mining Labourers","CaML"
"82","Calder",6,46,"Construction and Mining Labourers","CaML"
"82","Bayside",16,44,"Construction and Mining Labourers","CaML"
"82","ACT/Queanbeyan",2,1,"Construction and Mining Labourers","CaML"
"82","North Coast",3,28,"Construction and Mining Labourers","CaML"
"82","Toowoomba",2,81,"Construction and Mining Labourers","CaML"
"82","Hastings",3,13,"Construction and Mining Labourers","CaML"
"82","Inner Western Sydney",2,16,"Construction and Mining Labourers","CaML"
"82","Eurobodalla",2,9,"Construction and Mining Labourers","CaML"
"82","Northern Adelaide",1,92,"Construction and Mining Labourers","CaML"
"82","Plenty",1,60,"Construction and Mining Labourers","CaML"
"82","Northern Sydney",7,29,"Construction and Mining Labourers","CaML"
"82","Goldfields/Esperance",5,102,"Construction and Mining Labourers","CaML"
"82","Gympie",5,72,"Construction and Mining Labourers","CaML"
"82","St George-Sutherland",6,38,"Construction and Mining Labourers","CaML"
"82","Townsville",7,82,"Construction and Mining Labourers","CaML"
"82","Monash",5,57,"Construction and Mining Labourers","CaML"
"82","Ipswich",4,73,"Construction and Mining Labourers","CaML"
"82","Logan",6,74,"Construction and Mining Labourers","CaML"
"82","Mackay",18,75,"Construction and Mining Labourers","CaML"
"82","Central and West Metro",42,99,"Construction and Mining Labourers","CaML"
"82","Lower Hunter",38,20,"Construction and Mining Labourers","CaML"
"82","Coffs Harbour",2,7,"Construction and Mining Labourers","CaML"
"82","Hunter",8,14,"Construction and Mining Labourers","CaML"
"82","North Country",4,91,"Construction and Mining Labourers","CaML"
"82","East Gippsland",2,47,"Construction and Mining Labourers","CaML"
"82","Ovens",1,58,"Construction and Mining Labourers","CaML"
"82","Gwydir Namoi",5,12,"Construction and Mining Labourers","CaML"
"82","Gladstone",14,70,"Construction and Mining Labourers","CaML"
"82","Southern",10,108,"Construction and Mining Labourers","CaML"
"82","Mid West and Gascoyne",4,104,"Construction and Mining Labourers","CaML"
"82","Clarence",4,6,"Construction and Mining Labourers","CaML"
"82","Patterson",2,33,"Construction and Mining Labourers","CaML"
"82","Latrobe Valley",6,54,"Construction and Mining Labourers","CaML"
"82","Central Coast",12,3,"Construction and Mining Labourers","CaML"
"82","Eastern Suburbs",3,8,"Construction and Mining Labourers","CaML"
"82","Southern Adelaide",11,97,"Construction and Mining Labourers","CaML"
"82","Westgate",9,63,"Construction and Mining Labourers","CaML"
"82","Bundaberg",5,65,"Construction and Mining Labourers","CaML"
"82","West and North West",1,111,"Construction and Mining Labourers","CaML"
"82","Keepit",1,17,"Construction and Mining Labourers","CaML"
"82","Wollongong",6,43,"Construction and Mining Labourers","CaML"
"82","Canterbury/Bankstown",8,2,"Construction and Mining Labourers","CaML"
"82","Far West",1,11,"Construction and Mining Labourers","CaML"
"82","Eureka",2,48,"Construction and Mining Labourers","CaML"
"82","Dale",4,100,"Construction and Mining Labourers","CaML"
"82","Lachlan",1,18,"Construction and Mining Labourers","CaML"
"82","Bendigo",1,45,"Construction and Mining Labourers","CaML"
"82","Nepean",5,26,"Construction and Mining Labourers","CaML"
"82","Alice Springs",1,112,"Construction and Mining Labourers","CaML"
"82","Western Downs",7,84,"Construction and Mining Labourers","CaML"
"82","Tweed",3,40,"Construction and Mining Labourers","CaML"
"82","Outer Western Sydney",5,31,"Construction and Mining Labourers","CaML"
"82","Gawler",1,88,"Construction and Mining Labourers","CaML"
"82","Southern Ranges",3,37,"Construction and Mining Labourers","CaML"
"82","Port Pirie",1,94,"Construction and Mining Labourers","CaML"
"82","Outer North Brisbane",7,78,"Construction and Mining Labourers","CaML"
"82","Upper Hunter",15,41,"Construction and Mining Labourers","CaML"
"82","Capricornia",5,67,"Construction and Mining Labourers","CaML"
"83","Adelaide Hills",7,85,"Factory Process Workers","FcPW"
"83","Chifley",8,5,"Factory Process Workers","FcPW"
"83","Plenty",5,60,"Factory Process Workers","FcPW"
"83","Windamere",2,42,"Factory Process Workers","FcPW"
"83","Western Adelaide",14,98,"Factory Process Workers","FcPW"
"83","North Coast",8,28,"Factory Process Workers","FcPW"
"83","Clarence",4,6,"Factory Process Workers","FcPW"
"83","Cairns",2,66,"Factory Process Workers","FcPW"
"83","Mackay",6,75,"Factory Process Workers","FcPW"
"83","New England",4,27,"Factory Process Workers","FcPW"
"83","Shoalhaven",7,35,"Factory Process Workers","FcPW"
"83","Gwydir Namoi",1,12,"Factory Process Workers","FcPW"
"83","East Metro",5,101,"Factory Process Workers","FcPW"
"83","Fairfield",16,10,"Factory Process Workers","FcPW"
"83","South Brisbane",17,79,"Factory Process Workers","FcPW"
"83","Macarthur",9,22,"Factory Process Workers","FcPW"
"83","Gold Coast",10,71,"Factory Process Workers","FcPW"
"83","North Metro",9,106,"Factory Process Workers","FcPW"
"83","Logan",26,74,"Factory Process Workers","FcPW"
"83","Goldfields/Esperance",2,102,"Factory Process Workers","FcPW"
"83","Orana",7,30,"Factory Process Workers","FcPW"
"83","Mid Murray",3,56,"Factory Process Workers","FcPW"
"83","Bayside",38,44,"Factory Process Workers","FcPW"
"83","Townsville",4,82,"Factory Process Workers","FcPW"
"83","St George-Sutherland",11,38,"Factory Process Workers","FcPW"
"83","Keepit",6,17,"Factory Process Workers","FcPW"
"83","Calder",18,46,"Factory Process Workers","FcPW"
"83","Gympie",3,72,"Factory Process Workers","FcPW"
"83","Inner Western Sydney",1,16,"Factory Process Workers","FcPW"
"83","Liverpool",13,19,"Factory Process Workers","FcPW"
"83","Sunshine Coast",5,80,"Factory Process Workers","FcPW"
"83","Northern Sydney",8,29,"Factory Process Workers","FcPW"
"83","Hobart",2,109,"Factory Process Workers","FcPW"
"83","North Brisbane",10,77,"Factory Process Workers","FcPW"
"83","Launceston",1,110,"Factory Process Workers","FcPW"
"83","South Eastern",6,36,"Factory Process Workers","FcPW"
"83","Upper Hunter",1,41,"Factory Process Workers","FcPW"
